장소,평점,작성연도,작성월,작성일,리뷰
속초해수욕장,3.0,2019,6,1.0,조용한 해변 여름이 아니면 많이 조용한 해변. 낮보다는 밤에 더 예쁜 관관지이다. 여름이 되면 붐비겠지만 조금 조용한 분위기 때문에 낯선 기분을 느꼈다.
속초해수욕장,4.0,2019,3,5.0,눈오는날 가면 참 좋습니다 바다향기로까지 이어서 걸으세요 속초해수욕장이 도보로 걷기좋게 데크랑 암석보도블록이 잘 되어 있어서 바다산책하기에 참 좋습니다. 속초해수욕장에서부터 바다향기로(외옹치항) 입구까지 연결이 됩니다. 도보여행하시는 분들은 외옹치항 바다향기로 가고싶으시면 속초해수욕장 근처 버스정류장에서 걸어 들어가시는게 훨씬 좋으실거예요. ㅎ 해수욕장이 넓은편이고 주변에 소나무들이 많아서 눈오는날 가니 정말 아름답더라구요.
속초해수욕장,5.0,2018,6,30.0,"동해바다보러 무작정 버스타고간 여행 좋았던 점:

1. 고속버스 터미널에서 속초 해수욕장까지 매우 가깝다. (도보 10분?정도)
2. 편의점이 많다.
3. 택시가 많아서 택시 잡기 쉽다.
4. 속초 해수욕장안에 있는 화장실 입구에 수도가 있는데 발에 있는 모래 씻기 좋다. 별 다섯개.
5. 관광 명소들이 차로 10분정도 가면 하나씩 있다.
6. 해수욕장에서 놀다가 페리카나 전단지 받은 걸 보니 배달도 되는 듯 하다.

아쉬웠던 점:
1. 버스가 잘 안다니는 것 같다.. (도착 예정 버스가 없어서 택시만 타고 다녔다)
2. 속초 중앙시장에 파는 음식의 질이 별로다.
이것저것 먹으면서 군것질좀 하려고 했는데 내가 사먹은 새우강정(?)은 맛도 없었지만 그냥 배고파서 먹고있었는데 사진찍으려고 보니까 안에 회색빛의 알이 너무 많아서 비위상해서 다 못먹고 버렸다. 5마리에 3천원. 따뜻한걸로 달라니까 새우강정은 차갑게 먹는거라고 하던데 맞는지는 모르겠다.
3. 택시비..

총평/다음에 또 온다면:

중앙시장은 해산물을 좋아하거나 시장에서 유명한 음식 (새우아저씨-튀김, 중앙/만석 닭강정 등등)을 꼭! 먹어야겠다 하는 거 아니면 볼 거 없는 듯 하다.
나는 바다보러 온거라서 음식에 중점을 두지 않았지만 다음에 오게 된다면 맛있는 음식도 많이 먹고 싶다.

"
속초해수욕장,5.0,2018,6,16.0,넓은 모래사장 주변에 무료주차장이 있고 모래사장이 넓게 펼쳐있어서 돗자리만 피고 놀아도 재미있네요. 6월초에도 바닷물은 많이 차가워요.
속초해수욕장,5.0,2018,3,12.0,"동해바다 동해 바다는 언제 어디서 뭘 봐도 예쁜것 같아요.
겨울 바다라 그런지 사람도 많이 없어서 관광하기도 좋았고
날씨도 따라줬던 터라 너무 좋았네요!"
속초해수욕장,5.0,2018,1,4.0,"겨울바다의 파도 소리를 들으며 겨울바다의 파도는 정말 세차더군요. 세찬 파도와 그 소리를 듣고 있으면 기분이 좋아져요. 춥지만 산책하기 좋고, 해질녘 노을 보는 것도, 달 뜨는 것도보면 좋은, 낭만적인 여유로운 바다입니다."
속초해수욕장,4.0,2017,12,31.0,"겨울 바다 겨울 바다를 보고 와서 해수욕장에 대해서 쓰긴 그렇짐나
아주 예전에 다녀와봤는데 좋았음 ㅇㅇ"
속초해수욕장,5.0,2017,12,7.0,비수기엔 조용하고 예쁜 바다 바다 색깔 예뻐요. 또 가고 싶네요. 수도권에서 비교적 가까운 거리에 이런 멋진 바다가 있어서 좋아요. 속초는 사랑입니다.
속초해수욕장,4.0,2017,11,19.0,"좋아요!! 가을-겨울에 방문해서 해수욕은 하지 못했지만. 산책만 하기에도 충분한 해변입니다.
밤에 신책하기에도 좋았어요."
속초해수욕장,4.0,2017,11,17.0,여름 휴가철 방문지 속초해수욕장 속초 해수욕장에 여름 휴가철에 속초 왔다가 방문했어요. 속초 해수욕장 해변가 물이 깨끗하고 관리가 잘 되어 있어서 좋았어요.
속초해수욕장,3.0,2017,8,17.0,"속초해수욕장 12시에 폐장하는 해수욕장
밤에는 불꽃쇼도 하고
낮에는 수영도 하고
좋은곳. 샤워시설이 좋진 않고
탈의실도 칸막이 형식으로 되어있음
쓰레기들이 없어서 깨끗하고 파도가 넘실 거리는 조용하고 좋은곳"
속초해수욕장,3.0,2017,7,16.0,"강원도의 맑고 예쁜 바다 내륙에 있는 해수욕장으로 강원도의 맑은 물을 볼 수 있습니다
지금 시즌(여름)에는 사람이 너무 많으므로 봄이나 겨울에 가면
한적하니 좋습니다
속초로 여행갈 때 같이 고려해서 동선을 짜면 좋습니다"
속초해수욕장,5.0,2017,6,30.0,"여름에 속초 해수욕장에서 놀기 좋죠 봄에가도 좋습니다 여름에 속초 해수욕장에서 놀기 좋죠 봄에가도 좋습니다 풍경이 너무너무 좋고 바람도 시원해서 좋았습니다,"
속초해수욕장,4.0,2017,5,8.0,"처음 가본 속초해수욕장 그동안 속초는 많이 가보왔지만 이번에 처음 가본 해수욕장이다
모래가 아주 깨끗하고 많은 사람들이 있었다.
아직 해수욕 시즌이 아니라 그런지 물은 아주 깨끗하고 좋았다."
속초해수욕장,4.0,2017,3,20.0,"겨울바다가 아름다웠어요! 모래사장을 걸어가는데 마치 눈밭을 걷는 느낌이였어요!
모래가 밟히는 느낌이 부산이나 다른곳도 다르게 뽀독뽀독! 좋았습니다. ㅎㅎ
이른 시간이라 사람이 많지도 않았구요 조용하고 한적한 느낌이 아름다웠어요!"
속초해수욕장,4.0,2017,1,11.0,"방문기 속초항 옆에 바닷가 풍경이 아름다운 곳입니다. 제가 방문한 시기가 겨울이라 바닷물에 들어가지는 못했지만, 고운 모래와 손쉽게 접근할 수 있는 바다가 훌륭한 곳으로 추천합니다."
속초해수욕장,5.0,2017,1,10.0,겨울바다구경 화려하지 않지만 아주 깨끗한 겨울바다를 볼수있어서 좋았습니다. 속초해수욕장은 바다와 파도를 감상하기에 좋았고 근처에 푸드트럭이나 카페가 있어서 조용한 겨울바다여행을 원하는 사람들에게 적합한 여행이라고 생각됩니다.
속초해수욕장,3.0,2016,10,17.0,가까운 해변이라서 방문했어요. 굉장히 아담하고 앞이 약간 번접하긴 하지만 접근성은 좋네요. 여름에 갔을때는 진짜 정신 없었는데 가을에 가니까 그나마 괜찮았어요.
속초해수욕장,5.0,2016,9,18.0,"사진도 잘 나오고 조형물도 잘되어 있는곳 특이한 조형물이 있어서 사진도 잘나오고
바닷물도 많고 저가 숙소도 많음
다음에는 수영 한번 해보고싶은 곳임"
속초해수욕장,5.0,2016,8,22.0,역시 속초해수욕장이네요~~ 시원한 바다..멋진 파도 많은 사람들..역시 속초 해수욕장이네요..글쿠 이곳이 포켓몬의 또다른 성지입니다. 포켓 스탑도 많고 포켓몬도 많이 잡힙니다. 포켓몬고 좋아하시는분들께 이곳 강춥니다.
속초해수욕장,5.0,2020,2,4.0,"너무 아름답고 푸른 지역 현지 가족, 커플, 친구로 가득한 정말 멋진 해변. 근처에 음식이있는 멋진 산책. 푸른 하늘과 푸른 바다가 정말 아름답습니다. 다시 돌아갑니다."
속초해수욕장,4.0,2020,1,28.0,재미있는 해변 우리가 한국에서 처음 방문한 해변이었습니다. 그것이 조직 된 방식에 흥미. 도보 거리에 해변가 주변의 멋진 레스토랑.
속초해수욕장,4.0,2019,7,7.0,조용한 해변 속초를 방문한다면이 해변을 그리워하지 않을 것입니다. 나는 해가지기 전에 오후 7 시경에 방문했다. 부두를 따라 걷는 것은 즐거운 산책이었고 부드러운 모래 위를 밟았습니다. 또한 해안선 사진을 찍었습니다.
속초해수욕장,5.0,2019,6,15.0,"봄 방학 2 베드룸 단독 주택을 해변에서 6 분 임대했습니다. 멋졌고 해변은 붐비지 않았습니다. 해변에 우리 강아지와 함께 걸었고, 푸른 푸른 물 위에 일몰을 즐겼다."
속초해수욕장,5.0,2018,12,12.0,멋진 일출! 속초의 아름다운 해돋이를 목격하기 위해 이른 아침을 확인하십시오! 그리고 그것은 절대로 실패하지 않았습니다. 꼭 방문해야 할 장소입니다. 겨울에도 그렇게 혼잡하지 않았습니다. 설악산으로 향하기 전에 체크 아웃 한 첫 번째 활동이되어야합니다! 밤 시간대에도 아름다운 빛으로 반짝 반짝 빛납니다! ???
속초해수욕장,4.0,2017,8,3.0,해안 도시 조용하고 서울에서 속초 간 버스. 자전거를 타고 있고 아름다운. 이 해안 도시에 도착했을 때. 정말 조용한 것이었습니다. 아마 이 해변에서 얘기하는. 아름다운 해변이. 화려한 bridge 및 등대 귀엽. 좋은 시간을 보내기 입니다.
속초해수욕장,3.0,2017,7,26.0,"좋은 해변 산책 방문하는 동안 이 포트가 - 이것이 해변에는 수영을 하고, 생각하는, 은 아니지만 좋은 곳에 들를 때."
속초해수욕장,5.0,2017,5,14.0,"경치좋은 해변을 이 모든 것을 가지고 할 수 있습니다. 쉽게 액세스할 수 있는, 매우 혼잡하지, 스피드 보트를 타고 이 지역에 많은 레스토랑도 있는 경우."
속초해수욕장,4.0,2017,5,7.0,"휴식을 취하기에 아주 좋은 곳 휴식을 취하기에 아주 좋은 곳에 가서 미리 정한 이 있었습니다. 근처에 편의점이 있어서 간식 등 몇 가지. 5월에 갔던 여름 아직 공식적으로 이 아니다, 사방이 열려 있지. 의 욕실, 샤워실은 경찰들이 해변을 종료, 나같은 것이 이 시간이 없습니다. 해변은 약 5분 고속 버스 터미널 에서 걸어갈 수 있다. 이 때문에 일부 구역 폐쇄 하는 조금 보완하는 하지만 분명 허공 있는 것입니다."
속초해수욕장,4.0,2016,10,23.0,"밤 바이 더 비치 하이킹 후 설악산, 속초 비치 리조트는 똑바로 갔다. 물론, 해변의 위치는 고속 버스 터미널 에서 액세스할 수 있습니다. 걸어서 3분 거리에 버스 정류장이 있는 익스프레스 터미널 seokcho. 그래서, 속초 해변에 도착했을 때 볼 것을 추천 한다. 정말, 정말 좋았어요.
물론, 해변에 도착했을 땐 저녁 시간. 어두웠지만 여전히 좋았습니다. 우리는 해변에서 쉬는 동안 커피를 마신."
설악 워터피아,5.0,2019,7,11.0,넘 좋아요 아침 10시에 가서 6시에 나왔네요 아직 사람들 많이 없어서 아이랑 슬라이드 10번타고 사우나하고 좋았어요. 어린아이부터 어른까지 잘 놀다 왔어요!
설악 워터피아,4.0,2019,5,23.0,"아이들과 함께 가기 좋은 곳 최신 시설은 아니지만 소소한 재미를 느낄 수 있는 워터 파크 입니다. 현재 야외 스파 시설이 있는 곳은 산불 피해로 손실이 좀 있지만, 사우나 내에 야외 노천탕도 있고 온천물이라 참 좋았습니다."
설악 워터피아,4.0,2018,10,30.0,"한적하게 물놀이 가능합니다. 아무래도 수도권에서 거리가 좀 있어서 그런지 다른 워터파크에 비해 여유가 있어 오래 기다리지 않고 놀이시설을 이용할수 있습니다.
비오는 날이었는데 물 온도도 약간 미지근해서 좋았구여.
실내 풀에는 던킨도넛 등이 이용 가능했습니다."
설악 워터피아,5.0,2018,10,9.0,"2년만에 다시 방문한 국내 유명 워터파크 온천수를 워터파크에 사용하는 곳입니다.
넓고 다양한 활동을 할 수 있고, 다른 워터파크 대비 먹을거리나 식당도 다양한 편입니다. 이번에는 다양한 슬라이드를 탔었는 데, 오래 기다리기는 해도 그 짜릿한 스릴에 푹 빠졌었었습니다.
다만 가만 있으면 물이 흘러서 돌아다니는 것은 다른 시설보다 안전때문인지는 몰라도 물의 양이 작아서 재미가 그다지 없었습니다.
그 것 빼고는 괜찮더군요."
설악 워터피아,3.0,2018,8,20.0,"설악 워터피아 가족과 함께 속초에 왔다면 가볼만한 곳

규모가 그리 크진 않기에 아이를 동반한 여행객에게 적합

카바나 가격이 시설에 비해 매우 비싼편

허나 직원분들이 매우친절하심..

2층에 위치한 떡볶이 판매점에 계신 이모님은 맥주를 자주 사먹으니 서비스로 맥주도 주시고 떡볶이 양도 어마어마하게 주심

다른 워터파크에서 느낄수 없는 정이있는곳
"
설악 워터피아,5.0,2018,6,29.0,"워터피아!!! 워터파크 가려고 찾다가 한적하고 맛집 많은 속초 워터피아로!!!
1박 2일동안 2번 갔습니다
첫날은 날씨가 뜨겁지 않아서 놀기 좋았지만 살을 살짝 태우고 싶었기에 아쉬운 마음으로 놀이기구 열심히 탔네요
웨이팅 길어야 10분!!^^
예정에 없던 둘째 날은 점심 먹고 날씨가 너무좋아 다시 워터피아로^^;;;;
서울 근교 워터파크보다 사이즈는 작지만 사람이 적어 좋아요~"
설악 워터피아,5.0,2018,6,25.0,"가족끼리 가면 좋은 곳 아이들을 데리고 가면 좋다.
물이 따뜻하여 사계절 언제가도 좋을것 같다.
각종 할인 혜택도 많아 저렴히 즐길수 있다.
특히 강원도민은 초할인가로 갈수있음."
설악 워터피아,4.0,2018,5,16.0,설악 워터피아 바닷가가 인접한 속초임에도 여름엔 항상 핫한 핫플레이스 제대로 즐기기 위해서 아침일찍 준비해서 하루를 그곳에서 보낼것을 추천 휴식을 위해 썬베드는 필수아닌 필수 명당자리는 금방 없어지니 서두르기를
설악 워터피아,4.0,2018,1,22.0,"워터피아 이용객만 사우나를 이용할 수 있습니다 워터피아에 사우나가 같이 있는데
예전에는 사우나만 이용이 가능했는데
작년부터 워터피아 이용객과 오전 6시이전 입장 고객만
시우나 이용이 가능해졌어요.
여름에는 워터피아에 겨울에는 사우나에 있는 노천탕
이용하려 사시사철 방문했는데
아쉽습니다.
그래도 워터피아 수질은 제가 가본곳 중 최고인것 같습니다.
"
설악 워터피아,3.0,2018,1,2.0,"그럭저럭 겨울임에도 불구하고 hot 시즌이라고 가격이 비싸네요
아이들이 많아서 중학생 이상 자녀들은 별로 할게 없어요.
음식도 비싸고 양은 적고 음식 수준은 빨리 개선되어야할것 같네요."
설악 워터피아,3.0,2017,12,18.0,방문기 겨울철이라 그런지 조용히 물놀이 하기에 제격인 곳으로 넓은 시설에 어린이와 함께 하면 좋은 곳입니다.
설악 워터피아,5.0,2017,12,6.0,설악에서 물놀이하기 좋아요 ㅎㅎ 여름엔 바닷가고 겨울에는 온천이죠 ㅎㅎ 숙박시설하고 붙어 있어서 편리하고 주변에 숙소도 많아요 시설은 계속 보완중인것 같습니다. 오래?지만 괜찮아요
설악 워터피아,3.0,2017,11,20.0,"좀 예전에 만들어진거라 파도풀은없지만 놀이기구 괜찮아요 가을쯤 갔었는데 사람이없어서 놀이기구도 많이타구 좋았어요 .
여름엔 사람이 많으니 가을~겨울에 가는걸 추천드립니다.
하지만 지난 가을쯤 갔을때 목욕탕에 사람이 너무 많았고, 다소 고장난 목욕시설이 아쉬웠어요."
설악 워터피아,3.0,2017,11,17.0,"여름 휴가철에 방문하기 좋은 곳 한화 리조트에서 여름에 숙박하면서 설악 워터피아도 같이 방문했는데 입장료가 할인받았는데도 많이 비쌌어요. 물놀이 시설은 나름 괜찮았고 아이도 좋아했네요,."
설악 워터피아,4.0,2017,11,16.0,꽤 좋아용 꽤 만족해요 특히 겨울에는 밖은 추운데 물을 온천물이라 따뜻해서 참 기분좋게 놀다가곤 합니다ㅠ물도좋아서ㅠ굳굳 사우나도 커서 조아요
설악 워터피아,4.0,2017,9,20.0,겨울에 가면 정말 좋은 온천같은 워터파크 여름보다는 겨울이 훨씬 좋은 따뜻한 스파의 워터파크 시설도 좋고 주변 환경도 너무나 좋다. 가족이나 친구들 누구나 즐길수 있는 곳 하지만 가격이 싸지 않았던 기억이...
설악 워터피아,1.0,2017,7,30.0,"돈만 생각 하는 장사 6월 30 일 2017 에 식구 11 명 을 데리고 오후 4 시 30 분 에 비싼 입장료 를 내고 워터피아 를 들어갔는데 비치타올, 라이후 자켓(Life Jackets) 까지 돈을 다 받아 먹고. 옷 갈어입고 비치타올 빌기고 들어가니 오후 5 시 가 됐는데, 오후 5 시가 대니까 물에서 노는 장소 를 한군대만 열어 놓고 다 닫어 버리고. 정직하게 장사를 하기를. 왜 오후 4 시 30 분 에 입장료 살때 모든 시설 이 오후 5 시 에 닫는다는 말을 안하고 비싼 입장료 을 다 받아 먹었는지. 사기를 당한 느낌. 대부분 식구들이 처음으로 한국을 방문 했는데, 워터피아 에서 실망을 받었으리라 믿음."
설악 워터피아,4.0,2017,7,30.0,"좋았어요 5월 말 4명이서 방문했었습니다. 제휴카드 이용하면 40%인가 할인이 되는데 삼성페이로는 혜택이 적용이 안됩니다. 그래서 저희 중 3명은 그냥 네이버에서 할인된 금액으로 구매하여 이용하였습니다.
원래 당일 계획은 바닷가에서 스노쿨링 하는 것이었는데 그날 따라 파도가 너무 심했던 관계로 설악워터피아를 처음으로 방문했습니다.
생각보다 크진 않습니다. 하지만 사람이 오XX드, 캐XXXX이 같은 곳 보다는 적기 때문에 원활하게 이용했습니다.
어트랙션은 3종류 였었던 것 같아요. 대체로 체감시간이 짧지만 굳이 비교하자면 야외에 있는 것 중 오른쪽 것이 더 재밌습니다. 하지만 가격 대비 어트랙션 종류가 너무 적어요. 그래도 많이 기다리느니 여기를 선택할 것 같지만요. 일단 줄은 진짜 금방금방 빠집니다. 밥먹을 때 식당내에 앉아서 먹을 수 있어서 정말 좋았어요 ㅠㅠ 아 그리고 어트랙션 타기 전에 물품 보관함이 있어서 잠시 물건 보관해두고 이용할 수 있던 점 진짜 좋았어요. 가끔씩 뭐 들고 타야하거나 난감했거든요.
야외에 조금 깊었던 수영장도 좋았습니다. 그리고 온수탕이 야외에 곳곳에 있어서 체온이 낮아지면 충분히 쉬어갈 수 있었고 적어도 육안으로 보기에 각질이 떠다닌다거나 이런게 전혀 없어서 좋았습니다.
아 실내 파도풀의 경우 파도가 그리 쎄진 않습니다 유수풀은 구획이 생각보다 넓으며 실내 연결되었던 곳은 아이들 전용이라 그런지 수심이 조금 낮습니다.
"
설악 워터피아,4.0,2017,7,27.0,아이들 좋아해요 쇼셜에서 구매하면 매우 할인된 가격에 입장가능합니다. 쓰는 비용은 조금 많았어요 하지만 파도풀 너무 좋아했어요 120cm만 되면 선전에서 보던 시설들 다 이용 가능합니다.
설악 워터피아,5.0,2017,4,8.0,"아이들과 최고 쏘라노랑 워터피아 2인패키지로 아이둘과 다녀왔어요, 아이는 투숙객할인 받아서 27500원, 14년생인 둘째는 무료 였구요~

우선 아이들과 다녀오기엔 참 좋다라고 느꼈습니다. 스파동도 잘 되어 있고, 실내 아이들과 놀만한곳도 많아서 너무너무 좋았습니다. 라카에 사우나또한 너무 만족스러웠구요, 무엇보다 평일이라 사람이 너무 없어서 더더욱 즐겁게 논거 같아요~ 아이들과 함께 하는 워터파크로는 정말 강추합니다"
설악 워터피아,3.0,2017,1,30.0,가격만큼은 글쎄.. 40% 할인해서 36000원인데.. 실내놀이시설이 턱없이 부족해서 겨울에는 이용하기 별로에요... 3시간만에 나왔습니다.
설악 워터피아,3.0,2017,1,22.0,시설은 괜찮은데 할인률이 나빠요 리조트 묵으면서 빼놓지 않고 가는 곳인데 할인율이 좋지 않아요. 여러가지 종류의 노천탕이 많아서 좋아요. 꼭 겨울에 갑니다 ^^
설악 워터피아,4.0,2017,1,13.0,해수욕이 번거로울때~ 실내 물놀이장으로 각종 쿠폰이나 할인카드로(맴버쉽포인트) 저렴하게 이용이 가능하고 어린아이들이 있는경우 안전하고 편하게 이용할수 있고 각종 편의시설과 물놀이장이 잘구비되어있고 온천이용과 대욕장이용이 편리해요
설악 워터피아,4.0,2017,1,4.0,"무난한 워터파크 규모가 큰 편은 아니지만 아이를 동반한 경우 가볼만한 장소.

성수기 요금을 받는 겨울철인데, 실내온도나 수온이 조금만 더 높았으면 좋을 듯.

자체 음식으로 서비스하지 않고 외부 패스트푸드 점이 들어와 있는 것이 장점. 다만 워터파크 내부 시설답게 가격에비해 맛은 크게 기대하지 않는 것이 좋을 듯."
설악 워터피아,4.0,2016,12,1.0,맑은 공기에서 물놀이 사실 은근 오래되서 사이즈는 크나 각각의 슬라이드 자체는 다른 워터피아들에 비해 크게 내세울 건 없지만 어린이들에겐 신나는 곳. 무엇보다 다른 워터피아와 달리 끝나고 바로 사우나로 연결되어 좋다.
설악 워터피아,3.0,2016,11,25.0,"설악 워터피아 천연 온천수로 몸과 마음을 한꺼번에 힐링할 수 있는 공간인 설악워터피아 입니다.
설악산 국립공원 부근의 한화리조트내에 있는 온천이고요
섭씨 49도의 천연 나트륨 온천수로 온천욕과 물놀이를 함께 즐길수 있는 시설이 마련되어 있는 곳입니다.
온천욕을 맘껏 할 수 있는 곳입니다. 동굴사우나 맥반석 온천사우나 노천온천탕 등이 있습니다."
설악 워터피아,5.0,2016,10,24.0,"가족여행 재밌었어요.. 수영하다가 물을 많이 먹었는데 맛도 나쁘지 않았어요.. 식사도 맛있었고요.. 미소야 주먹밥, 등등"
설악 워터피아,4.0,2016,10,20.0,"겨울에 가면 더 좋아요 가족들이 함께 놀기 좋은 워터파크예요~
살짝 눈이 내리는 겨울에 갔었는데 야외도 생각보다 춥지 않고
물에 따뜻해서 얼굴은 차갑고, 몸은 따뜻하니
기분이 좋았어요"
설악 워터피아,5.0,2016,9,29.0,"국내 6대 워터 파트 중 한 곳 포털에서 워터 파크를 소개 하면서 국내 6대 워터 파크 중 한 곳으로 알려졌습니다.
물이 온천수라 소독약 냄새가 거의 나지 않습니다.
소독약이 있으면 실내에서 햇살을 받으면 물이 증발되면서 소독약도 증발되어 눈이 따가운 데, 이 곳은 그런 것은 없었습니다.
유아용 풀도 2군데가 있고, 파도풀도 실내, 실외 2군데가 있고, 토렌트 리버(유수풀)와 같은 야외 물놀이 시설이 흩어져 있습니다.
물에 오래 있어 몸이 추워지면 노천온천탕에서 몸을 데우고 다시 물놀이를 즐길 수 도 있습니다.
엄청나게 스릴 있는 놀이기구가 많지 않아 20대에게는 재미없을 수 있지만, 유아나 초등생, 중등생, 노인분들과 함께 가기에 부담없는 곳입니다.
"
설악 워터피아,4.0,2016,9,18.0,"무난한 워터파크 한화쏘라노 근처 원터피아로
온천물로 워터파크 조성하여
남녀노소 좋아하는 장소
이벤트 온천탕 많아서 어른분들
지루함없이 이용하실수있음"
설악 워터피아,4.0,2016,7,28.0,그리 크진 않았지만 있을 건 다 있는 곳 다른 워터파크에 비해 크진 않았지만 있을 건 다 있습니다. 오히려 놀이기구를 잘 못타는 사람들에겐 난이도가 높지 않은 놀이기구가 좋았습니다.
설악 워터피아,4.0,2016,6,7.0,"Food 비싸요 뭐...
놀긴 최고죠
Spa 다양해 좋아요
다만...
시설 내 음식점 부실. 과 가격이 . 비싸요"
설악 워터피아,2.0,2016,6,6.0,비용 부담이 매우 높은 워터파크 고가의 입장료를 내고 입장했음에도 불구하고 쉴만한 공간이 없어 유료 시설을 추가로 이용해야 하며 유료 시설 비용이 높아 가족 단위로 방문할 경우 비용 부담이 높음.
설악 워터피아,4.0,2016,5,17.0,"비싼거 빼고는 좋습니다! (서울기준)웅플이나 원마운트에 비해 야외 시설이 다양하고, 넓고 층간이동을 안해도 돼서 아이들과 놀기에 좋습니다.
단, 속초,설악산에 갔을 경우 들르기 편하것이랑...
이벤트가 적어 타 워터파크 행사가격에 비해 너무 비쌉니다.."
설악 워터피아,3.0,2016,4,20.0,그럭저럭 딱 가격만큼한다고나할까? 비싼만큼 좋구나 하는 딱 그정도. 그이상도 그 이하도 없음!! 아이들 데려가면 온천물이라 좋긴한데 안에서 드는 돈도 만만치않아서 여러모로 돈 작정하고 쓰고오는 곳
설악 워터피아,5.0,2016,2,23.0,따뜻한 온천수 ...물이 좋은 곳 오래 되었지만 언제나 깨끗하게 관리되고 있다고 느끼는 곳임. 따뜻한 온천수로 파도를 탈 수 있다는 사실이 매력적인 곳임.
설악 워터피아,5.0,2016,2,16.0,야외 스파가 좋았습니다. 물도 깨끗하고 특별히 한 겨울에 야외스파가 좋은 기억으로 남았습니다. 얼굴을 차갑고 몸은 뜨거운 물속에 있는 그 느낌이 좋았습니다.
설악 워터피아,5.0,2016,2,14.0,"설악 워터피아 방문기 가격 : 회사내 사이트에서 구매 했음 인당 약 2.6만원 정도 였던 것 같음(튜브, 구명조끼 비용 별도)
시설 : 실내 풀장은 캐리비안베이보다 작음 특히 파도풀이 작음. 겨울에 가서 그런지 구내식당이 좀 추음
수질 : 역시 국내 최고의 수질이라는 평을 들을 만함. 염소냄새가 나지 않음.
특이점 : 여기는 실내 풀장보다는 노천에 온천이 매우 좋음. 여러개의 노천탕을 구비해서 아주 좋음.
1월 이라서 야외 놀이시설을 오픈하지 않음"
설악 워터피아,3.0,2016,2,10.0,"겨울온천이 낭만적 20년전부터 종종 방문하는곳이예요
노천 온천이 겨울에 즐기기 좋아요
입장료가 비싸고 자차외 접근 힘든게 흠이네요"
설악 워터피아,4.0,2016,1,30.0,워터파크의 대명사 수도권의 비발디파크나 캐러비안베이와 같은 핫한 워터파크는 아니지만 가족단위 이용하기 적합하고 실내에서 겨울에도 이용하기 적합해요
설악 워터피아,4.0,2016,1,24.0,"한산하니 좋네요 서울근교쪽만 가다가 갔더니
한산하고 좋았어요.
근데 물이 좀 차가운거같아요.
야외쪽 걸어다니기가 좀 추었지만..ㅡㅜ
타월대여가 4천원으오 좀 비쌌던거같구요."
설악 워터피아,4.0,2016,1,23.0,"어린이 겨울 물놀이 장소로 굿 쿠폰이용차 9개월 딸아이와 함께 방문 했다.
아이가 있을 경우 겨울 물놀이 하기에 적당하다.
단 겨울 물놀이 장소는 어디든 그렇겠지만 어수선한 부분은 감안해야한다.
속초 여행과 함께 계획한다면 좋을것 같다."
설악 워터피아,5.0,2016,1,21.0,"사계절 온천욕이 가능한곳 사계절 온천욕이 가능한곳입니다
아이들과 함께하면 좋은 놀이시설과 바데풀 다양한 테마노천탕이 있습니다"
설악 워터피아,5.0,2016,1,18.0,"겨울에 더 좋아요 겨울에 눈내리면 정말 환상입니다. 따뜻하게 수영도 즐기고 스파도 하고 좋습니다 .
수질관리도 잘되는 편이구요"
설악 워터피아,4.0,2015,12,3.0,"여름에도 좋지만, 겨울 물놀이에도 좋은 온천기반의 수영장 겨울여행으로 갔던 워터피아는 물이 매우 따뜻한편이고, 수질도 좋습니다. 먹을거리와 가족단위로 이용하기에 매우편리하고, 시설도 깨끗하고, 유아동반의 여행으로는 매우 좋습니다."
설악 워터피아,4.0,2015,12,3.0,온천하러 다녀왔던 곳 워터파크 시설은 크게 좋다고 느끼지는 않았고 온천 시설이 괜찮아서 만족하고 왔습니다. 작은 노천탕도 가볍게 있기에 좋았어요.
설악 워터피아,5.0,2015,11,30.0,가족단위로 즐기기 너무 신나는 곳 유치원생부터 할아버지까지 여러세대가 걸쳐서 놀기에 너무 신나고 잼있는 곳입니다. 위험한 놀이기구는 거의 없습니다. 온천물이라 더욱 좋습니다.
설악 워터피아,5.0,2015,11,25.0,"쏘라노에서 걸어가는 물놀이 공원, 사우나만 해도 좋아요 쏘라노에 숙박한 사람들 대부분 가는곳. 겨울이라 사우나만 사용하였으나 규모가 커서 2시간 정도는 놀수있어요.전망이 탁 트여서 시원하고 야외탕등 종류가 많아요."
설악 워터피아,5.0,2015,11,22.0,"즐겁게 스트레스를 풀 수 있는 곳! 예전에 설악 워터피아를 갔을 때 에는 파도풀 밖게 없는 곳 이었지만, 새단장을 하면서 길고 스릴 넘치는 미끄럼틀과 다양한 페스티벌이 펼쳐지는 곳으로 바뀌었습니다. 스트레스를 풀고 싶다면 설악워터피아로 가세요!"
설악 워터피아,5.0,2015,10,20.0,아이들이 좋아하는 곳 아이들이 어린이풀에서 재밌게 잘 놀았습니다. 중간중간 따듯한 온탕이 있어서 좋았습니다. 온천수라 그런지 물도 확실히 더 좋은 것 같아요. 아직 키가 120cm가 안되어서 이용할 수 있는 액티비티는 많지는 않았어요. 쏘라노가 숙소여서 이용하기 편했습니다.
설악 워터피아,4.0,2015,10,19.0,잘 놀고 왔어요 온수풀과 유수풀이 너무 좋았어요. 성인들만 놀기엔 좀 심심한 감이 없지 않지만 가족 단위 여행객에게는 최고인듯.
